OID,protein_name,panel,current_pathway_rule_label,literature_aligned_pathway,allow_multiple_pathways,review_status
OID00480,LAP TGF-beta-1,INFLAMMATION,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00374,MANF,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05024,MAPT,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00353,MDGA1,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01238,MET,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00711,MK,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01358,MOG,CELL_REGULATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00298,NBL1,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01247,NCAM1,CARDIOMETABOLIC,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00301,NCAN,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05206,NEFL,NEURO_EXPLORATORY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00327,NEP,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01053,NOS3,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01273,NOTCH1,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01273,NOTCH1,CARDIOMETABOLIC,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01475,NOV,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01122,NPTXR,METABOLISM,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05495,NPY,ONCOLOGY_III,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01217,NRP1,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00288,NRP2,NEUROLOGY,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00548,NRTN,INFLAMMATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00554,NT-3,INFLAMMATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00966,NTF4,IMMUNE_RESPONSE,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00338,NTRK2,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00372,NTRK3,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00584,Notch 3,CARDIOVASCULAR_III,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00584,Notch 3,CARDIOVASCULAR_III,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00377,Nr-CAM,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01341,OMG,CELL_REGULATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00648,PDGF subunit A,CARDIOVASCULAR_III,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00401,PDGF subunit B,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00355,PDGF-R-alpha,NEUROLOGY,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01044,PDGFC,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01417,PDGFRB,DEVELOPMENT,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00384,PGF,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01493,PGF,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00982,PLXNA4,IMMUNE_RESPONSE,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00364,PLXNB1,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01218,PLXNB2,CARDIOMETABOLIC,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00306,PLXNB3,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05214,PPP3R1,NEURO_EXPLORATORY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01347,PROK1,CELL_REGULATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05420,PSPN,ONCOLOGY_III,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01112,PTK7,ORGAN_DAMAGE,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01099,PTN,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01428,PTPRF,DEVELOPMENT,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01284,PTPRS,CARDIOMETABOLIC,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00305,RGMA,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00314,RGMB,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01485,ROBO1,DEVELOPMENT,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00303,ROBO2,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00321,RSPO1,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00737,RSPO3,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01193,RTN4R,METABOLISM,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00408,SCF,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00500,SCF,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00684,SCF,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01147,SEMA3F,METABOLISM,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01381,SEMA4C,CELL_REGULATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01461,SEMA7A,DEVELOPMENT,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05171,SFRP1,NEURO_EXPLORATORY,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01382,SLITRK2,CELL_REGULATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01383,SLITRK6,CELL_REGULATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05210,SNCG,NEURO_EXPLORATORY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00503,TGF-alpha,INFLAMMATION,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00687,TGF-alpha,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01291,TGFBI,CARDIOMETABOLIC,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01279,TGFBR3,CARDIOMETABOLIC,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00665,TGFR-2,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00329,THY 1,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01270,TIE1,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00398,TIE2,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00292,UNC5C,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00472,VEGFA,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00656,VEGFA,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00468,VEGFD,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01319,VEGFD,CELL_REGULATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00677,VEGFR-2,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00740,VEGFR-3,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00330,WFIKKN1,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01440,WFIKKN2,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00742,WIF-1,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01313,WNT9A,CELL_REGULATION,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00312,sFRP-3,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00430,AMBP,CARDIOVASCULAR_II,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00455,BNP,CARDIOVASCULAR_II,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01223,CA1,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01066,CA12,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01146,CA13,METABOLISM,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01061,CA14,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01477,CA2,DEVELOPMENT,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01235,CA3,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01261,CA4,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00464,CA5A,CARDIOVASCULAR_II,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01452,CA6,DEVELOPMENT,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00290,CADM3,NEUROLOGY,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00700,CAIX,ONCOLOGY_II,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01095,CALCA,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID05483,CALCOCO1,ONCOLOGY_III,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01119,CALR,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01368,CAMKK1,CELL_REGULATION,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01186,CANT1,METABOLISM,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01050,CAPG,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID05198,CARHSP1,NEURO_EXPLORATORY,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00630,CASP-3,CARDIOVASCULAR_III,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00550,CASP-8,INFLAMMATION,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID05437,CASP2,ONCOLOGY_III,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00624,CPA1,CARDIOVASCULAR_III,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00632,CPB1,CARDIOVASCULAR_III,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01096,CRH,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00414,CTRC,CARDIOVASCULAR_II,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01043,EPO,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00451,FABP2,CARDIOVASCULAR_II,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01410,HAVCR2,DEVELOPMENT,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00426,KIM1,CARDIOVASCULAR_II,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01075,KIM1_,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00967,KRT19,IMMUNE_RESPONSE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01278,LCN2,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01117,LHB,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01084,NPPC,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID00131,NT-proBNP,CARDIOVASCULAR_III,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01214,NT-proBNP,METABOLISM,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01236,PRSS2,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01231,REG1A,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01280,REG3A,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01184,REG4,METABOLISM,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01269,SAA4,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01415,SPINK1,DEVELOPMENT,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID05475,SPINK4,ONCOLOGY_III,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01481,SPINK5,DEVELOPMENT,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01259,TCN2,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01054,TNNI3,ORGAN_DAMAGE,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01196,TSHB,METABOLISM,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID01237,UMOD,CARDIOMETABOLIC,Organ_damage_systemic_stress_response,Systemic organ injury / leakage / comorbidity markers,yes,needs biologist review
OID05222,CD63,NEURO_EXPLORATORY,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID00958,DCTN1,IMMUNE_RESPONSE,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01356,DCTN2,CELL_REGULATION,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01071,ENTPD2,ORGAN_DAMAGE,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01165,ENTPD5,METABOLISM,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01322,ENTPD6,CELL_REGULATION,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01089,ENTPD6,ORGAN_DAMAGE,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID05485,GGA1,ONCOLOGY_III,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID05213,KIF1BP,NEURO_EXPLORATORY,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID05168,NAA10,NEURO_EXPLORATORY,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID05426,RAB6A,ONCOLOGY_III,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID00668,SCAMP3,ONCOLOGY_II,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01163,SNAP23,METABOLISM,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01439,SNAP29,DEVELOPMENT,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01312,STX16,CELL_REGULATION,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01318,STX6,CELL_REGULATION,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01076,STX8,ORGAN_DAMAGE,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01106,STXBP3,ORGAN_DAMAGE,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID01324,VAMP5,CELL_REGULATION,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID05462,VPS37A,ONCOLOGY_III,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID05482,VPS53,ONCOLOGY_III,Vesicle_secretion_membrane_trafficking,Vesicle secretion / extracellular vesicle / membrane trafficking,yes,needs biologist review
OID00712,ABL1,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID05192,AKT1S1,NEURO_EXPLORATORY,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01336,BCR,CELL_REGULATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00979,BIRC2,IMMUNE_RESPONSE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00351,BMP-4,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00379,BMP-6,CARDIOVASCULAR_II,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00709,CDKN1A,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01441,CDON,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01335,CFC1,CELL_REGULATION,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01449,CRIM1,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01191,CRKL,METABOLISM,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01407,DKK3,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01394,DKKL1,CELL_REGULATION,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00710,DLL1,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00445,Dkk-1,CARDIOVASCULAR_II,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00369,Dkk-4,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00637,EGFR,CARDIOVASCULAR_III,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00682,ERBB2,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01077,ERBB2IP,ORGAN_DAMAGE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00683,ERBB3,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00705,ERBB4,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID05166,FGFR2,NEURO_EXPLORATORY,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01103,FGR,ORGAN_DAMAGE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID05488,FLT1,ONCOLOGY_III,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID05457,FLT3,ONCOLOGY_III,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01118,FOSB,ORGAN_DAMAGE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01065,FOXO1,ORGAN_DAMAGE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID05455,FOXO3,ONCOLOGY_III,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
